,text,label,training_label,cleaned,transliterated_text
3168,എല്ലാ രാജ്യങ്ങളും ഒറ്റപ്പെടുത്തണം ഈ നശിച്ച ചൈനയെ........ അവിടെയുള്ള പാവങ്ങൾ കൂടി അനുഭവിക്കേണ്ടി വരും....... ഇതുപോലെ വെറുത്ത ഒരു രാജ്യം വേറെ ഇല്ല.... നശിപ്പിച്ചു കളയണം അവരുടെ ലാബുകളും മണ്ണാകട്ടകളും......,Fake,1,എല്ലാ രാജ്യങ്ങളും ഒറ്റപ്പെടുത്തണം ഈ നശിച്ച ചൈനയെ........ അവിടെയുള്ള പാവങ്ങൾ കൂടി അനുഭവിക്കേണ്ടി വരും....... ഇതുപോലെ വെറുത്ത ഒരു രാജ്യം വേറെ ഇല്ല.... നശിപ്പിച്ചു കളയണം അവരുടെ ലാബുകളും മണ്ണാകട്ടകളും......,എല്ലാ രാജ്യങ്ങളും ഒറ്റപ്പെടുത്തണം ഈ നശിച്ച ചൈനയെ........ അവിടെയുള്ള പാവങ്ങൾ കൂടി അനുഭവിക്കേണ്ടി വരും....... ഇതുപോലെ വെറുത്ത ഒരു രാജ്യം വേറെ ഇല്ല.... നശിപ്പിച്ചു കളയണം അവരുടെ ലാബുകളും മണ്ണാകട്ടകളും......
3169,പടച്ചവനെ നിങ്ങളുട വാർത്ത കൊള്ളാം,Fake,1,പടച്ചവനെ നിങ്ങളുട വാർത്ത കൊള്ളാം,പടച്ചവനെ നിങ്ങളുട വാർത്ത കൊള്ളാം
3170,♥️♥️♥️😘polichu👍,original,0, polichu ,പൊളിച്ചു
3171,Nalla choriyanam vetti thirichu nirthi kodukkanam,original,0,nalla choriyanam vetti thirichu nirthi kodukkanam,നല്ല ചൊറിയണം വെട്ടി തിരിച്ചു നിർത്തി കൊടുക്കണം
3172,വല്ലതും നടക്കുമോ,Fake,1,വല്ലതും നടക്കുമോ,വല്ലതും നടക്കുമോ
3173,ന്തു വേർപ്പിക്കലലാ 😡,original,0,ന്തു വേർപ്പിക്കലലാ  ,ന്തു വേർപ്പിക്കലലാ
3174,ലോക തോൽവി.. എന്തും ആവാം.. കേരളം നമ്പർ 1,original,0,ലോക തോൽവി.. എന്തും ആവാം.. കേരളം നമ്പർ 1,ലോക തോൽവി.. എന്തും ആവാം.. കേരളം നമ്പർ ൧
3175,Thanks Sajan Chetta . Good Morning 🌞 From V Ashok Kumar Singapore,Fake,1,thanks sajan chetta . good morning   v ashok kumar singapore,താങ്ക്സ് സജൻ ചെറ്റ . ഗുഡ് മോർണിംഗ്   വി അശോക് കുമാർ സിംഗപ്പോർ
3176,Vijay uncle ❤️,original,0,vijay uncle  ,വിജയ് അങ്കിൾ
3177,Mega troll,original,0,mega troll,മെഗ ട്രോൾ
3178,Support❤️,Fake,1,support ,സപ്പോർട്ട്
3179,21 divasam lock down akeettum ella newsilum ith athikamayi enn kelkkunnalland onnilum kurayunnu allengil marunn kandupidichu ennonnum kelkkunnillallo onnikkill ellarum paniyonnumilland pattini kidann marikkum allengil rogam vann marikkum ithe pokkanengil enth preeshanamann rabbe kath rakshikkanee nadhaaa,Fake,1,21 divasam lock akeettum ella newsilum ith athikamayi enn kelkkunnalland onnilum kurayunnu allengil marunn kandupidichu ennonnum kelkkunnillallo onnikkill ellarum paniyonnumilland pattini kidann marikkum allengil rogam vann marikkum ithe pokkanengil enth preeshanamann rabbe kath rakshikkanee nadhaaa,൨൧ ദിവസം ലോക്ക് ആക്കീട്ടും എല്ല ന്യൂസിലും ഇത് അതികമായി എന്ന് കേൾക്കുന്നല്ലണ്ട് ഒന്നിലും കുറയുന്നു അല്ലെങ്കിൽ മരുന്ന് കണ്ടുപിടിച്ചു എന്നൊന്നും കേൾക്കുന്നില്ലല്ലോ ഒന്നിക്കിൽ എല്ലാരും പണിയൊന്നുമില്ലണ്ട് പട്ടിണി കിടന്ന് മരിക്കും അല്ലെങ്കിൽ രോഗം വാൻ മരിക്കും ഇതേ പോക്കണെങ്കിൽ എന്ത് പ്രീഷണമന്ന് റബ്ബേ കത്ത് രക്ഷിക്കണീ നാഥാ
3180,ചൈനയിലെ 21മിലിയോൺ സെൽഫോൺ ഉപപോക്താക്കളുടേ കുറവ് വന്നിട്ടുണ്ട് എന്നൊരു വാർത്ത ചില വിദേശമാധ്യമങ്ങൾ റിപ്പോർട്ട് ചെയുന്നുണ്ട്,Fake,1,ചൈനയിലെ 21മിലിയോൺ സെൽഫോൺ ഉപപോക്താക്കളുടേ കുറവ് വന്നിട്ടുണ്ട് എന്നൊരു വാർത്ത ചില വിദേശമാധ്യമങ്ങൾ റിപ്പോർട്ട് ചെയുന്നുണ്ട്,ചൈനയിലെ ൨൧മിലിയോൺ സെൽഫോൺ ഉപപോക്താക്കളുടേ കുറവ് വന്നിട്ടുണ്ട് എന്നൊരു വാർത്ത ചില വിദേശമാധ്യമങ്ങൾ റിപ്പോർട്ട് ചെയുന്നുണ്ട്
3181,നല്ലത് അവർ അതിൽ വിജയിക്കട്ടെ എല്ലാവർക്കും ആത്മാർത്ഥമായി പ്രാർത്ഥിക്കാം വിജയിക്കാൻ വേണ്ടി,Fake,1,നല്ലത് അവർ അതിൽ വിജയിക്കട്ടെ എല്ലാവർക്കും ആത്മാർത്ഥമായി പ്രാർത്ഥിക്കാം വിജയിക്കാൻ വേണ്ടി,നല്ലത് അവർ അതിൽ വിജയിക്കട്ടെ എല്ലാവർക്കും ആത്മാർത്ഥമായി പ്രാർത്ഥിക്കാം വിജയിക്കാൻ വേണ്ടി
3182,എന്റെ പെണ്ണുംപിള്ളെ ഇത് ഉൽപ്പാദിപ്പിച്ചവർ ഒരിക്കലും ഇതിന്റെ കുറവുകൾ പറയില്ല... ഈ വാക്സിൻ അപകടകാരിയാണന്ന് കാലം തെളിയിക്കും. : ജനങ്ങൾ മുഴുവൻ ചത്ത് വീണാലും അത് വാക്സിന്റെ കുഴപ്പമല്ല. കോ വിഡ് മൂലമാണന്ന് മെഡിക്കൽ റിപ്പോർട്ട് വരും അത്ര തന്നെ : ഉത്തരം മുട്ടുമ്പോൾ സാങ്കേതിക തകരാർ എന്തായാലും അത് പൊളിച്ചു.,Fake,1,എന്റെ പെണ്ണുംപിള്ളെ ഇത് ഉൽപ്പാദിപ്പിച്ചവർ ഒരിക്കലും ഇതിന്റെ കുറവുകൾ പറയില്ല... ഈ വാക്സിൻ അപകടകാരിയാണന്ന് കാലം തെളിയിക്കും. : ജനങ്ങൾ മുഴുവൻ ചത്ത് വീണാലും അത് വാക്സിന്റെ കുഴപ്പമല്ല. കോ വിഡ് മൂലമാണന്ന് മെഡിക്കൽ റിപ്പോർട്ട് വരും അത്ര തന്നെ : ഉത്തരം മുട്ടുമ്പോൾ സാങ്കേതിക തകരാർ എന്തായാലും അത് പൊളിച്ചു.,എന്റെ പെണ്ണുംപിള്ളെ ഇത് ഉൽപ്പാദിപ്പിച്ചവർ ഒരിക്കലും ഇതിന്റെ കുറവുകൾ പറയില്ല... ഈ വാക്സിൻ അപകടകാരിയാണന്ന് കാലം തെളിയിക്കും. : ജനങ്ങൾ മുഴുവൻ ചത്ത് വീണാലും അത് വാക്സിന്റെ കുഴപ്പമല്ല. കോ വിഡ് മൂലമാണന്ന് മെഡിക്കൽ റിപ്പോർട്ട് വരും അത്ര തന്നെ : ഉത്തരം മുട്ടുമ്പോൾ സാങ്കേതിക തകരാർ എന്തായാലും അത് പൊളിച്ചു.
3183,ചൈന ലോക പോലീസ് ആയേക്കാം,Fake,1,ചൈന ലോക പോലീസ് ആയേക്കാം,ചൈന ലോക പോലീസ് ആയേക്കാം
3184,"ഷാങ്ങ്ഹായിലും, ബീജിംങ്ങിലുമുള്ള എൻ്റെ ഫ്രണ്ടസിനും അവരുടെ വേണ്ടപ്പെട്ടവർക്കും ഈ അസുഖം പിടിപ്പെട്ടുണ്ട്, അതുപോലെ ഗോങ്ങ്ച്ചോ എന്ന സ്ഥലത്തുള്ള എൻ്റെ പരിചയക്കാർക്കും ഈ അസുഖമുണ്ട്, ഇവിടെ മാരകമായില്ലായെന്നുമാത്രം. എന്നാൽ WHO നേരിട്ട് നിരീക്ഷണവും ഈ മേഖലയിലെല്ലാം നിരീക്ഷകരുമുണ്ടായിരുന്നു.<br>ഞാൻ സ്ഥിരം ചൈനയിൽ യാത്ര ചെയ്യുന്ന ആളാണ്.<br> അതുപോലെ ഇവിടെ ചില മുസ്ലിം പുരോഹിതൻമാർ പറയുന്നുണ്ട് കൊറോണ വൈറസ് അല്ലാഹു ചൈനക്കാർക്കെതിരെ ഇറക്കിയതാണെന്ന് കാരണം അവിടെ മുസ്ലിം സമുദായത്തിനെ ക്രൂരമായി ഉപദ്രവിക്കുന്നതുകൊണ്ടാണെന്നതാണ് അവരുടെ കണ്ടെത്തെൽ,<br>അവിടെ മുസ്ലിം, ക്രിസ്ത്യൻ ദേവാലയങ്ങളും, ബുദ്ധക്ഷേത്രങ്ങളുമെല്ലാം സംരക്ഷിയ്ക്കുന്നത് ചൈനീസ് ഖജനാവിലെ പണം കൊണ്ടാണ്. പക്ഷെ അവിടെത്തെ നിയമത്തിനെതിരെ ആർ നീങ്ങിയാലും ശിക്ഷ ഉറപ്പാണ്.<br>താങ്കൾ കണ്ടെത്തിയത് തികച്ചും മിഥ്യധാരണയാണ്. <br>പടിഞ്ഞാറൻ യൂറോപ്പിലും, അമേരിക്കൻ ഐക്യനാടുകളിലുമാണ് ഇതിൻ്റെ ആക്രമണം, കിഴക്കൻ യൂറോപ്പിലും, വടക്കേ അമേരിക്കയിലും ആഫ്രിക്കയിലും ഇതുവരെയുള്ള റിപ്പോർട്ട് പ്രകാരം തുലോം കുറവാണ്, Air trafic ഏറ്റവും കൂടുതലുള്ള രാജ്യങ്ങളിൽ ഇതിൻ്റെ വ്യാപനം അധികരിക്കുന്നതും കാണുന്നുണ്ട്, ഉദ: ദുബായ്, ചൈന നയതന്ത്രപരമായി അകലം പാലിക്കുന്ന ജപ്പാൻ ഇതിൻ്റെ വ്യാപനം ചൈനയും തെ. കൊറിയയും ചെയത പോലെ വേണ്ട സമയത്ത് Lockdown ചെയ്തു, അതുപോലെ Mexico യിലും ഇതിൻ്റെ വ്യാപനം കുറവു തന്നെയാണ്.",Fake,1,"ഷാങ്ങ്ഹായിലും, ബീജിംങ്ങിലുമുള്ള എൻ്റെ ഫ്രണ്ടസിനും അവരുടെ വേണ്ടപ്പെട്ടവർക്കും ഈ അസുഖം പിടിപ്പെട്ടുണ്ട്, അതുപോലെ ഗോങ്ങ്ച്ചോ എന്ന സ്ഥലത്തുള്ള എൻ്റെ പരിചയക്കാർക്കും ഈ അസുഖമുണ്ട്, ഇവിടെ മാരകമായില്ലായെന്നുമാത്രം. എന്നാൽ നേരിട്ട് നിരീക്ഷണവും ഈ മേഖലയിലെല്ലാം നിരീക്ഷകരുമുണ്ടായിരുന്നു.ഞാൻ സ്ഥിരം ചൈനയിൽ യാത്ര ചെയ്യുന്ന ആളാണ്. അതുപോലെ ഇവിടെ ചില മുസ്ലിം പുരോഹിതൻമാർ പറയുന്നുണ്ട് കൊറോണ വൈറസ് അല്ലാഹു ചൈനക്കാർക്കെതിരെ ഇറക്കിയതാണെന്ന് കാരണം അവിടെ മുസ്ലിം സമുദായത്തിനെ ക്രൂരമായി ഉപദ്രവിക്കുന്നതുകൊണ്ടാണെന്നതാണ് അവരുടെ കണ്ടെത്തെൽ,അവിടെ മുസ്ലിം, ക്രിസ്ത്യൻ ദേവാലയങ്ങളും, ബുദ്ധക്ഷേത്രങ്ങളുമെല്ലാം സംരക്ഷിയ്ക്കുന്നത് ചൈനീസ് ഖജനാവിലെ പണം കൊണ്ടാണ്. പക്ഷെ അവിടെത്തെ നിയമത്തിനെതിരെ ആർ നീങ്ങിയാലും ശിക്ഷ ഉറപ്പാണ്.താങ്കൾ കണ്ടെത്തിയത് തികച്ചും മിഥ്യധാരണയാണ്. പടിഞ്ഞാറൻ യൂറോപ്പിലും, അമേരിക്കൻ ഐക്യനാടുകളിലുമാണ് ഇതിൻ്റെ ആക്രമണം, കിഴക്കൻ യൂറോപ്പിലും, വടക്കേ അമേരിക്കയിലും ആഫ്രിക്കയിലും ഇതുവരെയുള്ള റിപ്പോർട്ട് പ്രകാരം തുലോം കുറവാണ്, air trafic ഏറ്റവും കൂടുതലുള്ള രാജ്യങ്ങളിൽ ഇതിൻ്റെ വ്യാപനം അധികരിക്കുന്നതും കാണുന്നുണ്ട്, ഉദ: ദുബായ്, ചൈന നയതന്ത്രപരമായി അകലം പാലിക്കുന്ന ജപ്പാൻ ഇതിൻ്റെ വ്യാപനം ചൈനയും തെ. കൊറിയയും ചെയത പോലെ വേണ്ട സമയത്ത് lockdown ചെയ്തു, അതുപോലെ mexico യിലും ഇതിൻ്റെ വ്യാപനം കുറവു തന്നെയാണ്.","ഷാങ്ങ്ഹായിലും, ബീജിംങ്ങിലുമുള്ള എൻ്റെ ഫ്രണ്ടസിനും അവരുടെ വേണ്ടപ്പെട്ടവർക്കും ഈ അസുഖം പിടിപ്പെട്ടുണ്ട്, അതുപോലെ ഗോങ്ങ്ച്ചോ എന്ന സ്ഥലത്തുള്ള എൻ്റെ പരിചയക്കാർക്കും ഈ അസുഖമുണ്ട്, ഇവിടെ മാരകമായില്ലായെന്നുമാത്രം. എന്നാൽ നേരിട്ട് നിരീക്ഷണവും ഈ മേഖലയിലെല്ലാം നിരീക്ഷകരുമുണ്ടായിരുന്നു.ഞാൻ സ്ഥിരം ചൈനയിൽ യാത്ര ചെയ്യുന്ന ആളാണ്. അതുപോലെ ഇവിടെ ചില മുസ്ലിം പുരോഹിതൻമാർ പറയുന്നുണ്ട് കൊറോണ വൈറസ് അല്ലാഹു ചൈനക്കാർക്കെതിരെ ഇറക്കിയതാണെന്ന് കാരണം അവിടെ മുസ്ലിം സമുദായത്തിനെ ക്രൂരമായി ഉപദ്രവിക്കുന്നതുകൊണ്ടാണെന്നതാണ് അവരുടെ കണ്ടെത്തെൽ,അവിടെ മുസ്ലിം, ക്രിസ്ത്യൻ ദേവാലയങ്ങളും, ബുദ്ധക്ഷേത്രങ്ങളുമെല്ലാം സംരക്ഷിയ്ക്കുന്നത് ചൈനീസ് ഖജനാവിലെ പണം കൊണ്ടാണ്. പക്ഷെ അവിടെത്തെ നിയമത്തിനെതിരെ ആർ നീങ്ങിയാലും ശിക്ഷ ഉറപ്പാണ്.താങ്കൾ കണ്ടെത്തിയത് തികച്ചും മിഥ്യധാരണയാണ്. പടിഞ്ഞാറൻ യൂറോപ്പിലും, അമേരിക്കൻ ഐക്യനാടുകളിലുമാണ് ഇതിൻ്റെ ആക്രമണം, കിഴക്കൻ യൂറോപ്പിലും, വടക്കേ അമേരിക്കയിലും ആഫ്രിക്കയിലും ഇതുവരെയുള്ള റിപ്പോർട്ട് പ്രകാരം തുലോം കുറവാണ്, എയർ ട്രാഫിക് ഏറ്റവും കൂടുതലുള്ള രാജ്യങ്ങളിൽ ഇതിൻ്റെ വ്യാപനം അധികരിക്കുന്നതും കാണുന്നുണ്ട്, ഉദ: ദുബായ്, ചൈന നയതന്ത്രപരമായി അകലം പാലിക്കുന്ന ജപ്പാൻ ഇതിൻ്റെ വ്യാപനം ചൈനയും തെ. കൊറിയയും ചെയത പോലെ വേണ്ട സമയത്ത് ലോക്ക്ഡൌൺ ചെയ്തു, അതുപോലെ മെക്സിക്കോ യിലും ഇതിൻ്റെ വ്യാപനം കുറവു തന്നെയാണ്."
